instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,count,cnt,type
385,2012-01-20T00:00:00Z,winter,1,1,0,Fri,1,2,0.2175,0.220958,0.45,0.20275,3048,3163,registered
386,2012-01-21T00:00:00Z,winter,1,1,0,Sat,0,2,0.173333,0.174875,0.83125,0.222642,1234,1301,registered
387,2012-01-22T00:00:00Z,winter,1,1,0,Sun,0,2,0.1625,0.16225,0.79625,0.199638,1781,1977,registered
388,2012-01-23T00:00:00Z,winter,1,1,0,Mon,1,2,0.218333,0.243058,0.91125,0.110708,2287,2432,registered
389,2012-01-24T00:00:00Z,winter,1,1,0,Tues,1,1,0.3425,0.349108,0.835833,0.123767,3900,4339,registered
390,2012-01-25T00:00:00Z,winter,1,1,0,Wed,1,1,0.294167,0.294821,0.64375,0.161071,3803,4270,registered
391,2012-01-26T00:00:00Z,winter,1,1,0,Thu,1,2,0.341667,0.35605,0.769583,0.0733958,3831,4075,registered
392,2012-01-27T00:00:00Z,winter,1,1,0,Fri,1,2,0.425,0.415383,0.74125,0.342667,3187,3456,registered
393,2012-01-28T00:00:00Z,winter,1,1,0,Sat,0,1,0.315833,0.326379,0.543333,0.210829,3248,4023,registered
394,2012-01-29T00:00:00Z,winter,1,1,0,Sun,0,1,0.2825,0.272721,0.31125,0.24005,2685,3243,registered
395,2012-01-30T00:00:00Z,winter,1,1,0,Mon,1,1,0.269167,0.262625,0.400833,0.215792,3498,3624,registered
396,2012-01-31T00:00:00Z,winter,1,1,0,Tues,1,1,0.39,0.381317,0.416667,0.261817,4185,4509,registered
397,2012-02-01T00:00:00Z,winter,1,2,0,Wed,1,1,0.469167,0.466538,0.507917,0.189067,4275,4579,registered
398,2012-02-02T00:00:00Z,winter,1,2,0,Thu,1,2,0.399167,0.398971,0.672917,0.187187,3571,3761,registered
399,2012-02-03T00:00:00Z,winter,1,2,0,Fri,1,1,0.313333,0.309346,0.526667,0.178496,3841,4151,registered
400,2012-02-04T00:00:00Z,winter,1,2,0,Sat,0,2,0.264167,0.272725,0.779583,0.121896,2448,2832,registered
401,2012-02-05T00:00:00Z,winter,1,2,0,Sun,0,2,0.265833,0.264521,0.687917,0.175996,2629,2947,registered
402,2012-02-06T00:00:00Z,winter,1,2,0,Mon,1,1,0.282609,0.296426,0.622174,0.1538,3578,3784,registered
403,2012-02-07T00:00:00Z,winter,1,2,0,Tues,1,1,0.354167,0.361104,0.49625,0.147379,4176,4375,registered
404,2012-02-08T00:00:00Z,winter,1,2,0,Wed,1,2,0.256667,0.266421,0.722917,0.133721,2693,2802,registered
405,2012-02-09T00:00:00Z,winter,1,2,0,Thu,1,1,0.265,0.261988,0.562083,0.194037,3667,3830,registered
406,2012-02-10T00:00:00Z,winter,1,2,0,Fri,1,2,0.280833,0.293558,0.54,0.116929,3604,3831,registered
407,2012-02-11T00:00:00Z,winter,1,2,0,Sat,0,3,0.224167,0.210867,0.73125,0.289796,1977,2169,registered
408,2012-02-12T00:00:00Z,winter,1,2,0,Sun,0,1,0.1275,0.101658,0.464583,0.409212,1456,1529,registered
409,2012-02-13T00:00:00Z,winter,1,2,0,Mon,1,1,0.2225,0.227913,0.41125,0.167283,3328,3422,registered
410,2012-02-14T00:00:00Z,winter,1,2,0,Tues,1,2,0.319167,0.333946,0.50875,0.141179,3787,3922,registered
411,2012-02-15T00:00:00Z,winter,1,2,0,Wed,1,1,0.348333,0.351629,0.53125,0.1816,4028,4169,registered
412,2012-02-16T00:00:00Z,winter,1,2,0,Thu,1,2,0.316667,0.330162,0.752917,0.091425,2931,3005,registered
413,2012-02-17T00:00:00Z,winter,1,2,0,Fri,1,1,0.343333,0.351629,0.634583,0.205846,3805,4154,registered
414,2012-02-18T00:00:00Z,winter,1,2,0,Sat,0,1,0.346667,0.355425,0.534583,0.190929,2883,4318,registered
415,2012-02-19T00:00:00Z,winter,1,2,0,Sun,0,2,0.28,0.265788,0.515833,0.253112,2071,2689,registered
416,2012-02-20T00:00:00Z,winter,1,2,1,Mon,0,1,0.28,0.273391,0.507826,0.229083,2627,3129,registered
417,2012-02-21T00:00:00Z,winter,1,2,0,Tues,1,1,0.287826,0.295113,0.594348,0.205717,3614,3777,registered
418,2012-02-22T00:00:00Z,winter,1,2,0,Wed,1,1,0.395833,0.392667,0.567917,0.234471,4379,4773,registered
419,2012-02-23T00:00:00Z,winter,1,2,0,Thu,1,1,0.454167,0.444446,0.554583,0.190913,4546,5062,registered
420,2012-02-24T00:00:00Z,winter,1,2,0,Fri,1,2,0.4075,0.410971,0.7375,0.237567,3241,3487,registered
421,2012-02-25T00:00:00Z,winter,1,2,0,Sat,0,1,0.290833,0.255675,0.395833,0.421642,2415,2732,registered
422,2012-02-26T00:00:00Z,winter,1,2,0,Sun,0,1,0.279167,0.268308,0.41,0.205229,2874,3389,registered
423,2012-02-27T00:00:00Z,winter,1,2,0,Mon,1,1,0.366667,0.357954,0.490833,0.268033,4069,4322,registered
424,2012-02-28T00:00:00Z,winter,1,2,0,Tues,1,1,0.359167,0.353525,0.395833,0.193417,4134,4363,registered
425,2012-02-29T00:00:00Z,winter,1,2,0,Wed,1,2,0.344348,0.34847,0.804783,0.179117,1769,1834,registered
426,2012-03-01T00:00:00Z,winter,1,3,0,Thu,1,1,0.485833,0.475371,0.615417,0.226987,4665,4990,registered
427,2012-03-02T00:00:00Z,winter,1,3,0,Fri,1,2,0.353333,0.359842,0.657083,0.144904,2948,3194,registered
428,2012-03-03T00:00:00Z,winter,1,3,0,Sat,0,2,0.414167,0.413492,0.62125,0.161079,3110,4066,registered
429,2012-03-04T00:00:00Z,winter,1,3,0,Sun,0,1,0.325833,0.303021,0.403333,0.334571,2713,3423,registered
430,2012-03-05T00:00:00Z,winter,1,3,0,Mon,1,1,0.243333,0.241171,0.50625,0.228858,3130,3333,registered
431,2012-03-06T00:00:00Z,winter,1,3,0,Tues,1,1,0.258333,0.255042,0.456667,0.200875,3735,3956,registered
432,2012-03-07T00:00:00Z,winter,1,3,0,Wed,1,1,0.404167,0.3851,0.513333,0.345779,4484,4916,registered
433,2012-03-08T00:00:00Z,winter,1,3,0,Thu,1,1,0.5275,0.524604,0.5675,0.441563,4896,5382,registered
434,2012-03-09T00:00:00Z,winter,1,3,0,Fri,1,2,0.410833,0.397083,0.407083,0.4148,4122,4569,registered
435,2012-03-10T00:00:00Z,winter,1,3,0,Sat,0,1,0.2875,0.277767,0.350417,0.22575,3150,4118,registered
436,2012-03-11T00:00:00Z,winter,1,3,0,Sun,0,1,0.361739,0.35967,0.476957,0.222587,3253,4911,registered
437,2012-03-12T00:00:00Z,winter,1,3,0,Mon,1,1,0.466667,0.459592,0.489167,0.207713,4460,5298,registered
438,2012-03-13T00:00:00Z,winter,1,3,0,Tues,1,1,0.565,0.542929,0.6175,0.23695,5085,5847,registered
439,2012-03-14T00:00:00Z,winter,1,3,0,Wed,1,1,0.5725,0.548617,0.507083,0.115062,5315,6312,registered
440,2012-03-15T00:00:00Z,winter,1,3,0,Thu,1,1,0.5575,0.532825,0.579583,0.149883,5187,6192,registered
441,2012-03-16T00:00:00Z,winter,1,3,0,Fri,1,2,0.435833,0.436229,0.842083,0.113192,3830,4378,registered
442,2012-03-17T00:00:00Z,winter,1,3,0,Sat,0,2,0.514167,0.505046,0.755833,0.110704,4681,7836,registered
443,2012-03-18T00:00:00Z,winter,1,3,0,Sun,0,2,0.4725,0.464,0.81,0.126883,3685,5892,registered
444,2012-03-19T00:00:00Z,winter,1,3,0,Mon,1,1,0.545,0.532821,0.72875,0.162317,5171,6153,registered
445,2012-03-20T00:00:00Z,winter,1,3,0,Tues,1,1,0.560833,0.538533,0.807917,0.121271,5042,6093,registered
446,2012-03-21T00:00:00Z,spring,1,3,0,Wed,1,2,0.531667,0.513258,0.82125,0.0895583,5108,6230,registered
447,2012-03-22T00:00:00Z,spring,1,3,0,Thu,1,1,0.554167,0.531567,0.83125,0.117562,5537,6871,registered
448,2012-03-23T00:00:00Z,spring,1,3,0,Fri,1,2,0.601667,0.570067,0.694167,0.1163,5893,8362,registered
449,2012-03-24T00:00:00Z,spring,1,3,0,Sat,0,2,0.5025,0.486733,0.885417,0.192783,2339,3372,registered
450,2012-03-25T00:00:00Z,spring,1,3,0,Sun,0,2,0.4375,0.437488,0.880833,0.220775,3464,4996,registered
451,2012-03-26T00:00:00Z,spring,1,3,0,Mon,1,1,0.445833,0.43875,0.477917,0.386821,4763,5558,registered
452,2012-03-27T00:00:00Z,spring,1,3,0,Tues,1,1,0.323333,0.315654,0.29,0.187192,4571,5102,registered
453,2012-03-28T00:00:00Z,spring,1,3,0,Wed,1,1,0.484167,0.47095,0.48125,0.291671,5024,5698,registered
454,2012-03-29T00:00:00Z,spring,1,3,0,Thu,1,1,0.494167,0.482304,0.439167,0.31965,5299,6133,registered
455,2012-03-30T00:00:00Z,spring,1,3,0,Fri,1,2,0.37,0.375621,0.580833,0.138067,4663,5459,registered
456,2012-03-31T00:00:00Z,spring,1,3,0,Sat,0,2,0.424167,0.421708,0.738333,0.250617,3934,6235,registered
457,2012-04-01T00:00:00Z,spring,1,4,0,Sun,0,2,0.425833,0.417287,0.67625,0.172267,3694,6041,registered
458,2012-04-02T00:00:00Z,spring,1,4,0,Mon,1,1,0.433913,0.427513,0.504348,0.312139,4728,5936,registered
459,2012-04-03T00:00:00Z,spring,1,4,0,Tues,1,1,0.466667,0.461483,0.396667,0.100133,5424,6772,registered
460,2012-04-04T00:00:00Z,spring,1,4,0,Wed,1,1,0.541667,0.53345,0.469583,0.180975,5378,6436,registered
461,2012-04-05T00:00:00Z,spring,1,4,0,Thu,1,1,0.435,0.431163,0.374167,0.219529,5265,6457,registered
462,2012-04-06T00:00:00Z,spring,1,4,0,Fri,1,1,0.403333,0.390767,0.377083,0.300388,4653,6460,registered
463,2012-04-07T00:00:00Z,spring,1,4,0,Sat,0,1,0.4375,0.426129,0.254167,0.274871,3605,6857,registered
464,2012-04-08T00:00:00Z,spring,1,4,0,Sun,0,1,0.5,0.492425,0.275833,0.232596,2939,5169,registered
465,2012-04-09T00:00:00Z,spring,1,4,0,Mon,1,1,0.489167,0.476638,0.3175,0.358196,4680,5585,registered
466,2012-04-10T00:00:00Z,spring,1,4,0,Tues,1,1,0.446667,0.436233,0.435,0.249375,5099,5918,registered
467,2012-04-11T00:00:00Z,spring,1,4,0,Wed,1,1,0.348696,0.337274,0.469565,0.295274,4380,4862,registered
468,2012-04-12T00:00:00Z,spring,1,4,0,Thu,1,1,0.3975,0.387604,0.46625,0.290429,4746,5409,registered
469,2012-04-13T00:00:00Z,spring,1,4,0,Fri,1,1,0.4425,0.431808,0.408333,0.155471,5146,6398,registered
470,2012-04-14T00:00:00Z,spring,1,4,0,Sat,0,1,0.495,0.487996,0.502917,0.190917,4665,7460,registered
471,2012-04-15T00:00:00Z,spring,1,4,0,Sun,0,1,0.606667,0.573875,0.507917,0.225129,4286,7132,registered
472,2012-04-16T00:00:00Z,spring,1,4,1,Mon,0,1,0.664167,0.614925,0.561667,0.284829,5172,6370,registered
473,2012-04-17T00:00:00Z,spring,1,4,0,Tues,1,1,0.608333,0.598487,0.390417,0.273629,5702,6691,registered
474,2012-04-18T00:00:00Z,spring,1,4,0,Wed,1,2,0.463333,0.457038,0.569167,0.167912,4020,4367,registered
475,2012-04-19T00:00:00Z,spring,1,4,0,Thu,1,1,0.498333,0.493046,0.6125,0.0659292,5719,6565,registered
476,2012-04-20T00:00:00Z,spring,1,4,0,Fri,1,1,0.526667,0.515775,0.694583,0.149871,5950,7290,registered
477,2012-04-21T00:00:00Z,spring,1,4,0,Sat,0,1,0.57,0.542921,0.682917,0.283587,4083,6624,registered
478,2012-04-22T00:00:00Z,spring,1,4,0,Sun,0,3,0.396667,0.389504,0.835417,0.344546,907,1027,registered
479,2012-04-23T00:00:00Z,spring,1,4,0,Mon,1,2,0.321667,0.301125,0.766667,0.303496,3019,3214,registered
480,2012-04-24T00:00:00Z,spring,1,4,0,Tues,1,1,0.413333,0.405283,0.454167,0.249383,5115,5633,registered
481,2012-04-25T00:00:00Z,spring,1,4,0,Wed,1,1,0.476667,0.470317,0.427917,0.118792,5541,6196,registered
482,2012-04-26T00:00:00Z,spring,1,4,0,Thu,1,2,0.498333,0.483583,0.756667,0.176625,4551,5026,registered
483,2012-04-27T00:00:00Z,spring,1,4,0,Fri,1,1,0.4575,0.452637,0.400833,0.347633,5219,6233,registered
484,2012-04-28T00:00:00Z,spring,1,4,0,Sat,0,2,0.376667,0.377504,0.489583,0.129975,3100,4220,registered
485,2012-04-29T00:00:00Z,spring,1,4,0,Sun,0,1,0.458333,0.450121,0.587083,0.116908,4075,6304,registered
486,2012-04-30T00:00:00Z,spring,1,4,0,Mon,1,2,0.464167,0.457696,0.57,0.171638,4907,5572,registered
487,2012-05-01T00:00:00Z,spring,1,5,0,Tues,1,2,0.613333,0.577021,0.659583,0.156096,5087,5740,registered
488,2012-05-02T00:00:00Z,spring,1,5,0,Wed,1,1,0.564167,0.537896,0.797083,0.138058,5502,6169,registered
489,2012-05-03T00:00:00Z,spring,1,5,0,Thu,1,2,0.56,0.537242,0.768333,0.133696,5657,6421,registered
490,2012-05-04T00:00:00Z,spring,1,5,0,Fri,1,1,0.6275,0.590917,0.735417,0.162938,5227,6296,registered
491,2012-05-05T00:00:00Z,spring,1,5,0,Sat,0,2,0.621667,0.584608,0.756667,0.152992,4387,6883,registered
492,2012-05-06T00:00:00Z,spring,1,5,0,Sun,0,2,0.5625,0.546737,0.74,0.149879,4224,6359,registered
493,2012-05-07T00:00:00Z,spring,1,5,0,Mon,1,2,0.5375,0.527142,0.664167,0.230721,5265,6273,registered
494,2012-05-08T00:00:00Z,spring,1,5,0,Tues,1,2,0.581667,0.557471,0.685833,0.296029,4990,5728,registered
495,2012-05-09T00:00:00Z,spring,1,5,0,Wed,1,2,0.575,0.553025,0.744167,0.216412,4097,4717,registered
496,2012-05-10T00:00:00Z,spring,1,5,0,Thu,1,1,0.505833,0.491783,0.552083,0.314063,5546,6572,registered
497,2012-05-11T00:00:00Z,spring,1,5,0,Fri,1,1,0.533333,0.520833,0.360417,0.236937,5711,7030,registered
498,2012-05-12T00:00:00Z,spring,1,5,0,Sat,0,1,0.564167,0.544817,0.480417,0.123133,4807,7429,registered
499,2012-05-13T00:00:00Z,spring,1,5,0,Sun,0,1,0.6125,0.585238,0.57625,0.225117,3946,6118,registered
500,2012-05-14T00:00:00Z,spring,1,5,0,Mon,1,2,0.573333,0.54990000000000006,0.789583,0.212692,2501,2843,registered
501,2012-05-15T00:00:00Z,spring,1,5,0,Tues,1,2,0.611667,0.576404,0.794583,0.147392,4490,5115,registered
502,2012-05-16T00:00:00Z,spring,1,5,0,Wed,1,1,0.636667,0.595975,0.697917,0.122512,6433,7424,registered
503,2012-05-17T00:00:00Z,spring,1,5,0,Thu,1,1,0.593333,0.572613,0.52,0.229475,6142,7384,registered
504,2012-05-18T00:00:00Z,spring,1,5,0,Fri,1,1,0.564167,0.551121,0.523333,0.136817,6118,7639,registered
505,2012-05-19T00:00:00Z,spring,1,5,0,Sat,0,1,0.6,0.566908,0.45625,0.083975,4884,8294,registered
506,2012-05-20T00:00:00Z,spring,1,5,0,Sun,0,1,0.620833,0.583967,0.530417,0.254367,4425,7129,registered
507,2012-05-21T00:00:00Z,spring,1,5,0,Mon,1,2,0.598333,0.565667,0.81125,0.233204,3729,4359,registered
508,2012-05-22T00:00:00Z,spring,1,5,0,Tues,1,2,0.615,0.580825,0.765833,0.118167,5254,6073,registered
509,2012-05-23T00:00:00Z,spring,1,5,0,Wed,1,2,0.621667,0.584612,0.774583,0.102,4494,5260,registered
510,2012-05-24T00:00:00Z,spring,1,5,0,Thu,1,1,0.655,0.6067,0.716667,0.172896,5711,6770,registered
511,2012-05-25T00:00:00Z,spring,1,5,0,Fri,1,1,0.68,0.627529,0.747083,0.14055,5317,6734,registered
512,2012-05-26T00:00:00Z,spring,1,5,0,Sat,0,1,0.6925,0.642696,0.7325,0.198992,3681,6536,registered
513,2012-05-27T00:00:00Z,spring,1,5,0,Sun,0,1,0.69,0.641425,0.697083,0.215171,3308,6591,registered
514,2012-05-28T00:00:00Z,spring,1,5,1,Mon,0,1,0.7125,0.6793,0.67625,0.196521,3486,6043,registered
515,2012-05-29T00:00:00Z,spring,1,5,0,Tues,1,1,0.7225,0.672992,0.684583,0.2954,4863,5743,registered
516,2012-05-30T00:00:00Z,spring,1,5,0,Wed,1,2,0.656667,0.611129,0.67,0.134329,6110,6855,registered
517,2012-05-31T00:00:00Z,spring,1,5,0,Thu,1,1,0.68,0.631329,0.492917,0.195279,6238,7338,registered
518,2012-06-01T00:00:00Z,spring,1,6,0,Fri,1,2,0.654167,0.607962,0.755417,0.237563,3594,4127,registered
519,2012-06-02T00:00:00Z,spring,1,6,0,Sat,0,1,0.583333,0.566288,0.549167,0.186562,5325,8120,registered
520,2012-06-03T00:00:00Z,spring,1,6,0,Sun,0,1,0.6025,0.575133,0.493333,0.184087,5147,7641,registered
521,2012-06-04T00:00:00Z,spring,1,6,0,Mon,1,1,0.5975,0.578283,0.487083,0.284833,5927,6998,registered
522,2012-06-05T00:00:00Z,spring,1,6,0,Tues,1,2,0.540833,0.525892,0.613333,0.209575,6033,7001,registered
523,2012-06-06T00:00:00Z,spring,1,6,0,Wed,1,1,0.554167,0.542292,0.61125,0.077125,6028,7055,registered
524,2012-06-07T00:00:00Z,spring,1,6,0,Thu,1,1,0.6025,0.569442,0.567083,0.15735,6456,7494,registered
525,2012-06-08T00:00:00Z,spring,1,6,0,Fri,1,1,0.649167,0.597862,0.467917,0.175383,6248,7736,registered
526,2012-06-09T00:00:00Z,spring,1,6,0,Sat,0,1,0.710833,0.648367,0.437083,0.144287,4790,7498,registered
527,2012-06-10T00:00:00Z,spring,1,6,0,Sun,0,1,0.726667,0.663517,0.538333,0.133721,4374,6598,registered
528,2012-06-11T00:00:00Z,spring,1,6,0,Mon,1,2,0.720833,0.659721,0.587917,0.207713,5647,6664,registered
529,2012-06-12T00:00:00Z,spring,1,6,0,Tues,1,2,0.653333,0.597875,0.833333,0.214546,4495,4972,registered
530,2012-06-13T00:00:00Z,spring,1,6,0,Wed,1,1,0.655833,0.611117,0.582083,0.343279,6248,7421,registered
531,2012-06-14T00:00:00Z,spring,1,6,0,Thu,1,1,0.648333,0.624383,0.569583,0.253733,6183,7363,registered
532,2012-06-15T00:00:00Z,spring,1,6,0,Fri,1,1,0.639167,0.599754,0.589583,0.176617,6102,7665,registered
533,2012-06-16T00:00:00Z,spring,1,6,0,Sat,0,1,0.631667,0.594708,0.504167,0.166667,4739,7702,registered
534,2012-06-17T00:00:00Z,spring,1,6,0,Sun,0,1,0.5925,0.571975,0.59875,0.144904,4344,6978,registered
535,2012-06-18T00:00:00Z,spring,1,6,0,Mon,1,2,0.568333,0.544842,0.777917,0.174746,4446,5099,registered
536,2012-06-19T00:00:00Z,spring,1,6,0,Tues,1,1,0.688333,0.654692,0.69,0.148017,5857,6825,registered
537,2012-06-20T00:00:00Z,spring,1,6,0,Wed,1,1,0.7825,0.720975,0.592083,0.113812,5339,6211,registered
538,2012-06-21T00:00:00Z,summer,1,6,0,Thu,1,1,0.805833,0.752542,0.567917,0.118787,5127,5905,registered
539,2012-06-22T00:00:00Z,summer,1,6,0,Fri,1,1,0.7775,0.724121,0.57375,0.182842,4859,5823,registered
540,2012-06-23T00:00:00Z,summer,1,6,0,Sat,0,1,0.731667,0.652792,0.534583,0.179721,4801,7458,registered
541,2012-06-24T00:00:00Z,summer,1,6,0,Sun,0,1,0.743333,0.674254,0.479167,0.145525,4340,6891,registered
542,2012-06-25T00:00:00Z,summer,1,6,0,Mon,1,1,0.715833,0.654042,0.504167,0.300383,5640,6779,registered
543,2012-06-26T00:00:00Z,summer,1,6,0,Tues,1,1,0.630833,0.594704,0.373333,0.347642,6365,7442,registered
544,2012-06-27T00:00:00Z,summer,1,6,0,Wed,1,1,0.6975,0.640792,0.36,0.271775,6258,7335,registered
545,2012-06-28T00:00:00Z,summer,1,6,0,Thu,1,1,0.749167,0.675512,0.4225,0.17165,5958,6879,registered
546,2012-06-29T00:00:00Z,summer,1,6,0,Fri,1,1,0.834167,0.786613,0.48875,0.165417,4634,5463,registered
547,2012-06-30T00:00:00Z,summer,1,6,0,Sat,0,1,0.765,0.687508,0.60125,0.161071,4232,5687,registered
548,2012-07-01T00:00:00Z,summer,1,7,0,Sun,0,1,0.815833,0.750629,0.51875,0.168529,4110,5531,registered
549,2012-07-02T00:00:00Z,summer,1,7,0,Mon,1,1,0.781667,0.702038,0.447083,0.195267,5323,6227,registered
550,2012-07-03T00:00:00Z,summer,1,7,0,Tues,1,1,0.780833,0.70265,0.492083,0.126237,5608,6660,registered
551,2012-07-04T00:00:00Z,summer,1,7,1,Wed,0,1,0.789167,0.732337,0.53875,0.13495,4841,7403,registered
552,2012-07-05T00:00:00Z,summer,1,7,0,Thu,1,1,0.8275,0.761367,0.457917,0.194029,4836,6241,registered
553,2012-07-06T00:00:00Z,summer,1,7,0,Fri,1,1,0.828333,0.752533,0.450833,0.146142,4841,6207,registered
554,2012-07-07T00:00:00Z,summer,1,7,0,Sat,0,1,0.861667,0.804913,0.492083,0.163554,3392,4840,registered
555,2012-07-08T00:00:00Z,summer,1,7,0,Sun,0,1,0.8225,0.790396,0.57375,0.125629,3469,4672,registered
556,2012-07-09T00:00:00Z,summer,1,7,0,Mon,1,2,0.710833,0.654054,0.683333,0.180975,5571,6569,registered
557,2012-07-10T00:00:00Z,summer,1,7,0,Tues,1,2,0.720833,0.664796,0.6675,0.151737,5336,6290,registered
558,2012-07-11T00:00:00Z,summer,1,7,0,Wed,1,1,0.716667,0.650271,0.633333,0.151733,6289,7264,registered
559,2012-07-12T00:00:00Z,summer,1,7,0,Thu,1,1,0.715833,0.654683,0.529583,0.146775,6414,7446,registered
560,2012-07-13T00:00:00Z,summer,1,7,0,Fri,1,2,0.731667,0.667933,0.485833,0.08085,5988,7499,registered
561,2012-07-14T00:00:00Z,summer,1,7,0,Sat,0,2,0.703333,0.666042,0.699167,0.143679,4614,6969,registered
562,2012-07-15T00:00:00Z,summer,1,7,0,Sun,0,1,0.745833,0.705196,0.717917,0.166667,4111,6031,registered
563,2012-07-16T00:00:00Z,summer,1,7,0,Mon,1,1,0.763333,0.724125,0.645,0.164187,5742,6830,registered
564,2012-07-17T00:00:00Z,summer,1,7,0,Tues,1,1,0.818333,0.755683,0.505833,0.114429,5865,6786,registered
565,2012-07-18T00:00:00Z,summer,1,7,0,Wed,1,1,0.793333,0.745583,0.577083,0.137442,4914,5713,registered
566,2012-07-19T00:00:00Z,summer,1,7,0,Thu,1,1,0.77,0.714642,0.600417,0.165429,5703,6591,registered
567,2012-07-20T00:00:00Z,summer,1,7,0,Fri,1,2,0.665833,0.613025,0.844167,0.20896700000000001,5123,5870,registered
568,2012-07-21T00:00:00Z,summer,1,7,0,Sat,0,3,0.595833,0.549912,0.865417,0.2133,3195,4459,registered
569,2012-07-22T00:00:00Z,summer,1,7,0,Sun,0,2,0.6675,0.623125,0.7625,0.0939208,4866,7410,registered
570,2012-07-23T00:00:00Z,summer,1,7,0,Mon,1,1,0.741667,0.690017,0.694167,0.138683,5831,6966,registered
571,2012-07-24T00:00:00Z,summer,1,7,0,Tues,1,1,0.750833,0.70645,0.655,0.211454,6452,7592,registered
572,2012-07-25T00:00:00Z,summer,1,7,0,Wed,1,1,0.724167,0.654054,0.45,0.1648,6790,8173,registered
573,2012-07-26T00:00:00Z,summer,1,7,0,Thu,1,1,0.776667,0.739263,0.596667,0.284813,5825,6861,registered
574,2012-07-27T00:00:00Z,summer,1,7,0,Fri,1,1,0.781667,0.734217,0.594583,0.152992,5645,6904,registered
575,2012-07-28T00:00:00Z,summer,1,7,0,Sat,0,1,0.755833,0.697604,0.613333,0.15735,4451,6685,registered
576,2012-07-29T00:00:00Z,summer,1,7,0,Sun,0,1,0.721667,0.667933,0.62375,0.170396,4444,6597,registered
577,2012-07-30T00:00:00Z,summer,1,7,0,Mon,1,1,0.730833,0.684987,0.66875,0.153617,6065,7105,registered
578,2012-07-31T00:00:00Z,summer,1,7,0,Tues,1,1,0.713333,0.662896,0.704167,0.165425,6248,7216,registered
579,2012-08-01T00:00:00Z,summer,1,8,0,Wed,1,1,0.7175,0.667308,0.6775,0.141179,6506,7580,registered
580,2012-08-02T00:00:00Z,summer,1,8,0,Thu,1,1,0.7525,0.707088,0.659583,0.129354,6278,7261,registered
581,2012-08-03T00:00:00Z,summer,1,8,0,Fri,1,2,0.765833,0.722867,0.6425,0.215792,5847,7175,registered
582,2012-08-04T00:00:00Z,summer,1,8,0,Sat,0,1,0.793333,0.751267,0.613333,0.257458,4479,6824,registered
583,2012-08-05T00:00:00Z,summer,1,8,0,Sun,0,1,0.769167,0.731079,0.6525,0.290421,3757,5464,registered
584,2012-08-06T00:00:00Z,summer,1,8,0,Mon,1,2,0.7525,0.710246,0.654167,0.129354,5780,7013,registered
585,2012-08-07T00:00:00Z,summer,1,8,0,Tues,1,2,0.735833,0.697621,0.70375,0.116908,5995,7273,registered
586,2012-08-08T00:00:00Z,summer,1,8,0,Wed,1,2,0.75,0.707717,0.672917,0.1107,6271,7534,registered
587,2012-08-09T00:00:00Z,summer,1,8,0,Thu,1,1,0.755833,0.699508,0.620417,0.1561,6090,7286,registered
588,2012-08-10T00:00:00Z,summer,1,8,0,Fri,1,2,0.715833,0.667942,0.715833,0.238813,4721,5786,registered
589,2012-08-11T00:00:00Z,summer,1,8,0,Sat,0,2,0.6925,0.638267,0.732917,0.206479,4052,6299,registered
590,2012-08-12T00:00:00Z,summer,1,8,0,Sun,0,1,0.700833,0.644579,0.530417,0.122512,4362,6544,registered
591,2012-08-13T00:00:00Z,summer,1,8,0,Mon,1,1,0.720833,0.662254,0.545417,0.136212,5676,6883,registered
592,2012-08-14T00:00:00Z,summer,1,8,0,Tues,1,1,0.726667,0.676779,0.686667,0.169158,5656,6784,registered
593,2012-08-15T00:00:00Z,summer,1,8,0,Wed,1,1,0.706667,0.654037,0.619583,0.169771,6149,7347,registered
594,2012-08-16T00:00:00Z,summer,1,8,0,Thu,1,1,0.719167,0.654688,0.519167,0.141796,6267,7605,registered
595,2012-08-17T00:00:00Z,summer,1,8,0,Fri,1,1,0.723333,0.2424,0.570833,0.231354,5665,7148,registered
596,2012-08-18T00:00:00Z,summer,1,8,0,Sat,0,1,0.678333,0.618071,0.603333,0.177867,5038,7865,registered
597,2012-08-19T00:00:00Z,summer,1,8,0,Sun,0,2,0.635833,0.603554,0.711667,0.08645,3341,4549,registered
598,2012-08-20T00:00:00Z,summer,1,8,0,Mon,1,2,0.635833,0.595967,0.734167,0.129979,5504,6530,registered
599,2012-08-21T00:00:00Z,summer,1,8,0,Tues,1,1,0.649167,0.601025,0.67375,0.0727708,5925,7006,registered
600,2012-08-22T00:00:00Z,summer,1,8,0,Wed,1,1,0.6675,0.621854,0.677083,0.0702833,6281,7375,registered
601,2012-08-23T00:00:00Z,summer,1,8,0,Thu,1,1,0.695833,0.637008,0.635833,0.0845958,6402,7765,registered
602,2012-08-24T00:00:00Z,summer,1,8,0,Fri,1,2,0.7025,0.6471,0.615,0.0721458,6257,7582,registered
603,2012-08-25T00:00:00Z,summer,1,8,0,Sat,0,2,0.661667,0.618696,0.712917,0.244408,4224,6053,registered
604,2012-08-26T00:00:00Z,summer,1,8,0,Sun,0,2,0.653333,0.595996,0.845833,0.228858,3772,5255,registered
605,2012-08-27T00:00:00Z,summer,1,8,0,Mon,1,1,0.703333,0.654688,0.730417,0.128733,5928,6917,registered
